,year,weighted_average_vote
36495,2002,6.1
36496,2001,5.3
36497,2000,5.3
36498,2001,4.9
36499,1989,5.6
36500,1999,6.6
36501,1999,7.1
36502,1999,7.4
36503,2000,6.3
36504,1987,2.8
36505,1964,6.2
36506,1974,6.7
36507,1970,6.7
36508,1999,6.0
36509,2000,6.8
36510,2000,6.8
36511,2000,6.7
36512,2001,5.5
36513,1999,5.2
36514,1961,6.7
36515,2000,6.1
36516,1999,6.4
36517,1999,7.3
36518,1998,6.5
36519,1999,6.5
36520,1970,6.7
36521,2000,6.5
36522,2002,4.9
36523,1999,5.2
36524,1999,6.1
36525,1999,7.3
36526,2000,7.2
36527,1999,6.8
36528,1956,7.4
36529,2000,6.1
36530,2000,6.5
36531,2001,5.6
36532,1999,6.4
36533,2000,5.9
36534,1999,6.7
36535,1960,7.0
36536,2000,5.6
36537,1999,5.4
36538,2000,6.2
36539,1998,6.6
36540,2000,6.7
36541,1977,6.7
36542,1999,6.6
36543,1999,6.2
36544,1999,6.7
36545,1998,6.6
36546,1998,5.6
36547,1992,1.5
36548,1999,6.7
36549,1999,7.5
36550,2000,5.0
36551,1998,5.4
36552,1999,6.4
36553,1988,7.1
36554,2000,6.0
36555,1999,5.3
36556,1999,6.6
36557,2002,5.6
36558,1999,7.3
36559,1999,7.3
36560,1999,7.8
36561,1998,1.8
36562,2001,5.3
36563,2000,6.5
36564,2000,7.8
36565,2002,5.7
36566,1979,6.6
36567,2002,5.5
36568,1989,2.7
36569,1993,4.8
36570,2000,6.2
36571,1998,7.9
36572,2000,4.9
36573,1999,6.3
36574,1999,4.2
36575,2000,6.5
36576,1999,7.1
36577,1974,3.5
36578,1967,4.4
36579,1999,4.9
36580,1999,3.0
36581,1999,4.2
36582,1999,7.0
36583,1999,4.8
36584,2000,6.8
36585,1999,7.1
36586,1999,6.8
36587,2001,4.4
36588,1999,6.6
36589,2001,6.1
36590,1970,6.4
36591,2000,6.8
36592,1999,6.5
36593,2000,5.9
36594,1999,5.4
36595,1998,6.1
36596,1981,8.0
36597,2000,6.1
36598,1955,5.9
36599,1999,5.2
36600,2000,7.4
36601,1999,5.6
36602,1997,6.9
36603,2000,5.8
36604,2001,8.3
36605,2000,6.2
36606,2007,6.5
36607,1999,6.9
36608,2000,5.8
36609,2000,5.6
36610,2008,7.3
36611,1999,3.4
36612,1972,4.3
36613,1976,5.1
36614,2001,4.3
36615,2000,5.3
36616,1996,6.2
36617,1965,6.8
36618,2002,7.3
36619,1972,7.1
36620,2000,6.2
36621,1999,4.8
36622,2001,3.9
36623,2001,6.9
36624,2001,6.0
36625,1999,5.8
36626,2000,7.0
36627,2000,6.2
36628,2001,6.2
36629,1975,7.5
36630,1998,7.1
36631,2000,4.8
36632,2001,5.1
36633,1999,6.2
36634,1999,6.7
36635,1999,4.6
36636,1999,6.7
36637,2000,7.2
36638,1999,6.1
36639,1916,6.8
36640,2000,3.5
36641,2004,7.4
36642,2000,5.6
36643,2001,7.2
36644,2000,5.3
36645,1999,5.9
36646,2002,6.4
36647,2000,7.3
36648,2000,7.1
36649,2001,5.6
36650,2000,5.3
36651,1999,6.0
36652,1978,3.1
36653,1999,6.0
36654,2001,5.1
36655,2000,6.2
36656,2000,6.9
36657,2001,5.8
36658,1999,6.5
36659,2000,6.6
36660,2001,6.8
36661,2001,5.3
36662,1999,6.9
36663,1999,5.4
36664,2001,6.2
36665,1999,4.3
36666,1999,6.6
36667,2000,6.1
36668,2001,5.6
36669,2000,4.8
36670,1999,5.5
36671,1992,6.6
36672,1999,7.2
36673,1977,7.2
36674,2000,5.3
36675,1964,7.7
36676,1963,6.5
36677,1977,5.7
36678,2000,6.6
36679,2000,6.6
36680,1977,6.7
36681,2001,3.1
36682,1986,5.9
36683,1993,3.9
36684,1999,2.6
36685,1992,2.0
36686,1999,6.9
36687,2000,3.4
36688,1999,7.1
36689,1999,6.7
36690,1999,3.4
36691,2000,5.9
36692,1999,6.3
36693,1999,5.4
36694,2000,5.2
36695,2001,3.2
36696,1958,6.4
36697,2000,7.5
36698,2000,7.1
36699,1999,6.9
36700,1999,8.1
36701,2007,6.9
36702,1965,6.3
36703,2001,5.1
36704,1999,6.4
36705,2001,5.1
36706,1999,6.3
36707,1993,5.4
36708,2001,6.4
36709,2000,5.9
36710,2001,6.2
36711,1999,6.8
36712,1999,5.4
36713,2000,5.8
36714,1990,7.1
36715,2001,4.5
36716,1969,6.5
36717,1999,6.8
36718,1999,5.4
36719,1988,8.6
36720,1998,6.1
36721,1999,6.7
36722,1999,6.9
36723,2001,5.7
36724,1985,6.0
36725,2000,3.6
36726,2000,5.6
36727,1990,7.2
36728,1969,6.6
36729,1970,5.5
36730,1991,6.5
36731,1978,6.8
36732,1986,7.6
36733,1979,3.3
36734,2000,5.9
36735,1989,5.9
36736,2000,4.6
36737,1986,7.8
36738,1999,4.4
36739,1976,6.7
36740,1992,6.5
36741,1981,6.5
36742,2000,3.7
36743,2000,6.1
36744,1993,8.7
36745,1999,5.4
36746,2000,6.8
36747,1972,6.7
36748,1984,7.7
36749,1981,7.1
36750,1986,7.1
36751,1984,7.9
36752,1992,7.9
36753,1952,7.4
36754,1985,7.2
36755,1986,7.2
36756,2000,6.4
36757,1981,6.9
36758,2001,4.4
36759,2001,6.0
36760,1999,4.8
36761,1999,6.6
36762,2000,5.0
36763,1999,7.1
36764,1999,5.9
36765,1999,7.5
36766,1982,8.0
36767,1999,4.5
36768,2000,5.6
36769,1973,6.9
36770,2001,6.3
36771,1982,8.3
36772,2001,5.7
36773,2000,4.0
36774,2000,6.5
36775,1973,7.7
36776,1999,4.1
36777,1981,7.3
36778,1968,5.9
36779,2000,6.0
36780,2000,6.6
36781,1971,3.7
36782,2000,6.0
36783,2001,4.6
36784,2001,7.6
36785,2000,3.3
36786,2001,6.2
36787,1978,3.8
36788,2000,6.4
36789,1967,4.8
36790,2000,7.0
36791,2000,5.8
36792,1975,7.0
36793,1977,6.7
36794,1999,6.7
36795,1977,7.4
36796,1972,8.6
36797,1999,6.5
36798,2000,4.2
36799,1973,5.6
36800,2000,5.6
36801,1999,6.9
36802,1982,7.6
36803,1978,4.7
36804,1972,7.5
36805,1999,7.4
36806,2002,4.4
36807,1999,7.1
36808,1999,5.1
36809,2000,5.9
36810,2000,6.0
36811,1999,6.2
36812,1974,5.9
36813,1974,6.4
36814,1989,7.0
36815,1999,5.7
36816,2000,5.8
36817,2000,5.3
36818,1970,4.9
36819,1999,5.8
36820,2000,6.8
36821,2005,5.6
36822,2000,5.9
36823,1976,5.3
36824,2000,5.9
36825,2000,7.2
36826,2000,7.7
36827,1979,7.1
36828,2000,6.7
36829,1998,5.7
36830,1999,5.1
36831,2000,4.8
36832,2005,3.5
36833,2000,6.2
36834,1963,6.2
36835,2000,4.2
36836,2000,7.2
36837,2000,7.1
36838,2000,7.1
36839,1999,6.2
36840,2000,4.0
36841,2000,4.7
36842,2000,6.0
36843,2000,6.0
36844,2000,4.6
36845,1999,5.9
36846,1930,6.2
36847,1964,5.4
36848,2001,6.2
36849,1999,7.1
36850,2000,6.6
36851,1999,5.5
36852,2000,6.0
36853,2000,6.1
36854,2002,5.6
36855,1976,6.9
36856,1983,4.2
36857,1999,5.9
36858,1983,6.2
36859,2003,7.7
36860,2000,4.4
36861,2001,7.0
36862,2000,4.1
36863,2000,6.8
36864,2000,6.2
36865,2001,6.0
36866,1999,6.0
36867,2000,5.9
36868,1999,4.4
36869,2000,3.8
36870,2003,5.2
36871,2000,5.0
36872,1999,5.2
36873,1999,5.7
36874,2000,5.7
36875,1968,4.7
36876,1972,6.5
36877,2002,7.5
36878,2001,3.8
36879,1973,7.7
36880,1977,6.8
36881,1985,5.7
36882,1999,4.4
36883,2000,4.5
36884,2000,7.0
36885,2000,5.3
36886,2000,3.5
36887,1997,5.4
36888,1997,5.3
36889,1996,6.2
36890,1999,6.5
36891,1999,6.1
36892,2000,5.4
36893,2000,5.3
36894,2002,5.4
36895,2000,5.4
36896,1962,7.2
36897,2003,4.8
36898,1999,6.2
36899,2001,6.3
36900,1971,7.4
36901,1986,6.2
36902,1995,7.1
36903,2000,7.3
36904,1999,7.1
36905,1964,6.4
36906,2001,5.8
36907,2001,3.2
36908,2001,6.3
36909,2001,5.2
36910,2001,3.2
36911,2000,4.2
36912,2000,3.5
36913,1985,5.1
36914,2001,5.7
36915,2000,6.3
36916,2001,3.5
36917,2000,4.7
36918,2000,5.9
36919,1973,5.8
36920,2000,6.3
36921,2000,5.7
36922,2000,6.4
36923,2000,6.3
36924,1977,5.1
36925,2001,5.7
36926,2000,5.6
36927,1999,7.1
36928,2000,6.8
36929,1999,5.9
36930,2000,6.1
36931,1999,6.2
36932,2000,5.1
36933,1999,4.2
36934,1999,3.0
36935,2000,6.6
36936,2001,3.9
36937,2000,4.1
36938,2000,3.0
36939,1999,7.3
36940,2000,5.8
36941,1956,7.6
36942,2000,5.8
36943,1971,5.3
36944,2001,6.1
36945,2000,6.3
36946,2000,4.0
36947,2000,7.4
36948,2002,5.8
36949,2001,6.1
36950,1984,2.7
36951,2000,6.8
36952,1970,4.5
36953,1976,5.7
36954,1999,2.1
36955,1999,5.1
36956,2005,6.0
36957,2000,5.4
36958,2000,5.0
36959,2000,3.6
36960,1969,5.1
36961,2002,5.4
36962,1989,4.8
36963,2000,7.5
36964,2001,5.7
36965,2000,5.7
36966,1961,6.9
36967,1959,7.5
36968,2001,5.6
36969,2002,6.8
36970,1999,6.4
36971,2002,5.5
36972,2000,6.7
36973,2001,5.7
36974,2000,5.5
36975,2000,6.3
36976,2000,6.1
36977,2000,4.0
36978,2000,4.9
36979,1999,5.8
36980,2000,6.6
36981,1999,6.1
36982,2001,6.4
36983,2000,6.1
36984,2001,5.4
36985,1999,6.5
36986,1997,4.0
36987,2000,5.0
36988,2001,4.8
36989,2001,6.5
36990,1999,6.6
36991,1995,6.0
36992,1992,3.9
36993,1999,4.9
36994,2000,6.3
36995,2000,6.0
36996,1934,6.0
36997,1984,5.7
36998,1991,4.9
36999,2000,6.5
37000,1994,2.0
37001,1991,6.0
37002,1967,6.6
37003,2002,5.7
37004,1999,7.1
37005,1998,7.0
37006,1999,6.4
37007,1999,5.1
37008,1976,5.3
37009,1978,4.7
37010,2002,4.0
37011,1999,6.9
37012,2001,3.8
37013,1967,5.5
37014,1972,5.7
37015,2001,6.9
37016,1999,5.2
37017,2000,4.5
37018,1999,5.3
37019,1986,7.1
37020,1999,6.2
37021,2001,6.3
37022,2000,7.0
37023,2000,6.8
37024,1950,7.6
37025,1970,5.4
37026,1999,7.5
37027,2000,6.9
37028,2000,5.3
37029,1999,8.3
37030,1976,7.5
37031,1964,5.8
37032,1999,6.2
37033,1985,4.9
37034,1999,7.2
37035,1999,7.7
37036,1995,5.3
37037,1999,4.5
37038,1999,6.5
37039,2001,6.2
37040,1999,8.0
37041,1987,7.2
37042,1983,5.0
37043,2001,4.3
37044,1993,7.2
37045,1985,5.2
37046,1999,4.6
37047,1989,6.6
37048,2002,6.5
37049,2001,7.6
37050,1999,6.6
37051,2000,6.3
37052,2000,7.2
37053,2001,6.4
37054,2000,6.4
37055,1992,5.2
37056,2000,4.6
37057,2001,5.8
37058,1975,3.6
37059,2001,4.2
37060,1999,5.1
37061,2000,6.4
37062,1999,6.4
37063,1999,8.0
37064,2000,4.6
37065,2000,3.9
37066,1988,5.7
37067,2000,5.3
37068,2000,6.5
37069,2001,7.0
37070,2000,6.2
37071,1970,4.3
37072,1999,4.9
37073,2000,4.5
37074,1999,5.6
37075,2001,6.7
37076,1972,6.2
37077,2001,6.2
37078,2000,6.8
37079,2000,4.9
37080,2000,5.9
37081,1981,3.6
37082,2000,5.2
37083,2000,5.1
37084,2000,7.9
37085,2000,3.1
37086,2002,5.4
37087,1999,7.5
37088,1984,7.1
37089,1976,5.5
37090,2000,7.1
37091,2000,7.0
37092,2005,4.6
37093,1955,7.2
37094,2000,6.2
37095,2000,6.8
37096,1984,4.4
37097,1999,5.9
37098,2000,5.7
37099,1972,6.9
37100,1971,8.5
37101,1991,2.8
37102,2000,4.5
37103,2000,3.6
37104,2001,5.3
37105,1998,6.5
37106,2000,4.5
37107,1999,4.1
37108,1999,6.4
37109,2000,6.5
37110,2003,5.8
37111,1986,4.2
37112,2000,7.2
37113,1982,6.4
37114,1979,6.5
37115,2000,5.5
37116,1983,3.4
37117,1986,5.8
37118,1988,6.5
37119,2000,4.3
37120,2001,3.6
37121,1999,6.3
37122,2000,7.1
37123,2000,3.4
37124,1999,6.5
37125,1978,5.5
37126,2000,5.9
37127,1999,6.5
37128,1965,6.3
37129,2000,4.5
37130,1975,7.0
37131,1970,6.3
37132,1970,6.4
37133,1970,6.2
37134,2001,6.6
37135,1985,5.4
37136,2000,6.3
37137,2000,7.2
37138,2000,6.1
37139,1997,6.7
37140,2004,4.1
37141,1987,4.9
37142,2000,6.5
37143,1974,6.6
37144,1964,6.7
37145,1986,5.0
37146,1976,5.8
37147,1999,6.6
37148,2000,1.9
37149,1979,6.2
37150,1988,5.8
37151,1979,6.4
37152,1999,6.5
37153,1972,6.9
37154,2000,7.2
37155,2001,4.2
37156,1991,5.4
37157,1994,4.4
37158,1997,4.6
37159,1962,7.0
37160,2001,5.6
37161,2000,6.1
37162,2000,5.8
37163,1999,4.5
37164,1999,6.1
37165,1979,6.1
37166,1984,6.1
37167,1999,5.4
37168,1999,7.9
37169,1992,6.0
37170,1962,7.3
37171,1973,5.2
37172,2000,6.2
37173,2001,3.9
37174,1999,5.7
37175,2002,4.6
37176,1986,6.5
37177,1993,6.4
37178,1974,5.8
37179,1979,4.8
37180,1998,4.0
37181,1961,7.5
37182,1974,7.5
37183,2000,5.8
37184,1972,4.5
37185,2000,7.0
37186,2000,4.6
37187,1999,5.4
37188,2000,4.6
37189,1987,6.7
37190,1977,5.6
37191,2000,4.4
37192,1999,3.7
37193,2000,5.9
37194,1999,6.3
37195,1963,7.1
37196,2000,5.7
37197,2000,5.2
37198,1999,5.4
37199,1999,5.8
37200,1999,6.1
37201,2000,4.2
37202,2000,5.7
37203,1999,6.2
37204,1958,7.0
37205,1999,5.3
37206,1999,4.8
37207,1972,7.3
37208,1973,6.4
37209,1972,7.1
37210,1973,7.0
37211,2001,5.2
37212,2001,6.4
37213,1999,7.2
37214,1972,5.2
37215,1991,5.6
37216,1982,7.0
37217,1977,5.6
37218,1976,6.0
37219,2005,3.2
37220,2001,5.4
37221,1976,5.6
37222,2000,3.5
37223,2000,5.7
37224,2000,7.2
37225,1996,6.3
37226,2001,6.8
37227,2000,6.1
37228,1976,6.3
37229,1963,6.8
37230,1993,4.9
37231,2001,5.5
37232,2007,5.3
37233,1983,6.6
37234,1990,6.2
37235,1961,7.0
37236,2001,5.8
37237,2001,6.3
37238,2000,5.4
37239,1957,7.1
37240,1999,7.1
37241,2000,5.5
37242,1999,5.9
37243,1968,6.7
37244,1969,6.8
37245,1968,6.6
37246,1968,6.5
37247,2000,2.9
37248,1999,5.5
37249,1979,5.3
37250,1977,5.8
37251,1974,4.3
37252,1995,6.5
37253,2000,3.7
37254,1989,4.2
37255,1985,3.4
37256,1999,2.6
37257,2000,6.6
37258,2000,6.8
37259,1976,5.9
37260,2000,6.2
37261,2003,5.5
37262,2001,4.9
37263,1968,5.4
37264,1974,6.1
37265,1987,6.6
37266,1991,6.2
37267,1976,5.6
37268,2001,6.4
37269,1962,7.1
37270,2001,5.1
37271,2001,5.8
37272,1983,7.1
37273,1972,6.5
37274,1973,5.6
37275,1999,6.3
37276,2000,7.3
37277,2001,3.1
37278,2001,5.0
37279,2000,4.5
37280,2000,6.2
37281,2001,5.2
37282,1999,2.1
37283,2000,6.9
37284,1999,6.3
37285,1996,6.4
37286,1971,8.0
37287,2000,5.7
37288,2001,3.6
37289,2000,4.8
37290,1999,3.0
37291,1999,4.4
37292,2000,6.2
37293,2001,6.1
37294,2001,4.9
37295,2001,5.8
37296,2002,5.9
37297,1997,6.4
37298,2001,5.5
37299,2000,3.9
37300,1990,2.5
37301,1981,5.4
37302,2000,7.3
37303,2000,3.7
37304,1970,7.5
37305,1995,6.1
37306,1999,6.4
37307,2000,6.8
37308,1982,4.3
37309,1960,5.9
37310,1996,6.3
37311,1962,6.6
37312,1999,6.4
37313,1971,6.7
37314,1999,5.3
37315,1997,4.9
37316,1999,6.1
37317,2000,5.0
37318,2000,7.6
37319,2000,6.5
37320,1996,5.3
37321,2000,5.8
37322,2004,5.6
37323,1969,6.1
37324,2001,6.9
37325,2001,6.4
37326,2000,6.0
37327,2000,4.3
37328,2000,5.4
37329,2000,6.1
37330,1959,7.1
37331,2000,5.9
37332,1999,5.6
37333,2000,5.5
37334,1973,5.4
37335,2000,7.0
37336,1983,5.8
37337,1982,6.8
37338,1999,4.9
37339,1999,5.9
37340,1961,6.8
37341,1992,5.6
37342,1968,4.1
37343,1998,6.8
37344,1972,5.2
37345,1971,4.6
37346,1970,5.9
37347,1966,6.0
37348,2002,4.9
37349,1986,7.1
37350,1991,4.6
37351,1962,6.3
37352,2000,2.9
37353,1989,8.7
37354,2001,7.6
37355,1994,7.1
37356,1969,6.5
37357,1986,3.7
37358,2000,6.4
37359,1981,5.1
37360,2000,6.7
37361,1999,6.0
37362,1969,6.8
37363,1972,4.7
37364,2000,5.0
37365,1992,7.2
37366,2000,6.3
37367,2000,6.5
37368,2000,5.9
37369,2000,5.4
37370,2001,6.7
37371,1981,5.8
37372,2000,6.8
37373,1982,7.1
37374,2000,5.0
37375,1981,6.9
37376,1984,7.1
37377,1971,5.5
37378,2001,6.8
37379,1999,2.1
37380,1967,6.5
37381,1999,6.4
37382,2000,4.3
37383,1959,6.1
37384,1999,6.2
37385,2001,4.8
37386,2002,5.7
37387,1959,8.1
37388,2000,2.8
37389,1972,6.0
37390,2000,5.6
37391,1988,4.9
37392,1983,5.3
37393,1957,7.4
37394,2001,5.5
37395,2000,5.6
37396,2001,6.4
37397,1999,6.7
37398,1999,6.5
37399,2000,5.3
37400,2000,5.5
37401,2001,4.7
37402,1982,7.3
37403,1971,5.5
37404,1999,6.6
37405,2000,3.8
37406,1971,7.0
37407,2000,6.6
37408,2001,3.1
37409,1970,7.2
37410,1972,8.9
37411,1982,5.7
37412,2000,7.1
37413,1999,6.9
37414,2000,4.2
37415,1989,7.1
37416,1967,6.4
37417,1999,6.1
37418,2001,6.8
37419,1981,7.1
37420,1999,6.3
37421,1995,5.7
37422,2000,5.9
37423,2000,2.7
37424,1972,5.9
37425,2000,6.2
37426,1984,5.6
37427,1968,7.6
37428,1974,6.1
37429,1965,6.9
37430,1993,2.9
37431,1964,7.6
37432,1986,3.5
37433,2001,6.0
37434,1964,6.4
37435,1991,1.4
37436,1986,7.0
37437,2002,7.0
37438,1999,8.1
37439,1983,7.2
37440,1977,8.3
37441,2000,5.7
37442,2000,3.2
37443,1974,7.6
37444,1949,6.6
37445,2002,7.0
37446,1997,7.4
37447,1989,2.4
37448,2002,5.5
37449,2001,5.7
37450,2001,5.7
37451,1985,4.0
37452,2002,3.5
37453,1990,7.2
37454,1985,7.5
37455,2000,4.4
37456,2000,6.5
37457,2000,5.9
37458,1987,4.3
37459,2000,7.5
37460,2000,3.4
37461,1999,5.5
37462,2000,5.5
37463,2000,5.7
37464,2000,4.2
37465,1999,6.2
37466,1999,6.7
37467,1999,6.9
37468,2001,7.8
37469,1999,4.8
37470,2000,5.2
37471,2004,6.2
37472,2000,5.7
37473,1993,7.7
37474,2000,6.9
37475,2001,6.6
37476,1989,6.6
37477,1981,7.2
37478,1989,6.5
37479,2000,6.7
37480,1999,6.1
37481,1999,7.4
37482,2000,6.2
37483,1981,6.4
37484,2003,7.2
37485,1999,7.4
37486,1983,2.4
37487,1982,3.0
37488,2000,7.6
37489,1999,6.9
37490,1995,5.3
37491,2001,5.8
37492,2001,6.4
37493,1982,3.4
37494,2000,5.9
37495,2000,6.8
37496,1999,6.4
37497,1952,7.8
37498,2000,6.6
37499,1970,7.4
37500,2000,5.9
37501,1954,8.1
37502,1996,4.3
37503,2000,2.6
37504,1965,7.9
37505,2000,6.5
37506,1964,7.8
37507,1972,7.2
37508,1988,5.4
37509,1996,5.2
37510,1999,5.8
37511,2000,6.9
37512,1985,4.7
37513,2001,5.1
37514,2000,7.4
37515,1999,7.0
37516,2002,6.5
37517,2000,7.2
37518,2002,5.1
37519,1999,7.8
37520,2000,6.2
37521,1999,7.2
37522,1990,7.2
37523,1989,7.1
37524,1982,3.6
37525,1995,7.8
37526,1984,6.4
37527,1999,7.2
37528,1991,3.4
37529,2000,4.4
37530,2002,2.7
37531,2002,4.8
37532,2000,3.9
37533,1989,3.5
37534,1984,3.2
37535,2001,5.9
37536,1999,6.1
37537,1987,3.5
37538,1975,4.6
37539,1981,7.3
37540,1999,6.8
37541,1999,7.2
37542,2001,3.7
37543,2000,5.6
37544,1999,4.9
37545,2002,5.1
37546,1987,3.8
37547,1987,6.1
37548,2000,6.0
37549,2001,4.9
37550,1990,7.0
37551,1968,4.7
37552,1978,8.3
37553,2000,7.0
37554,2000,5.9
37555,2000,6.0
37556,2002,7.1
37557,1968,4.9
37558,2001,5.9
37559,2000,5.8
37560,2000,7.0
37561,1999,4.1
37562,1979,7.5
37563,1988,7.8
37564,1999,5.3
37565,1985,7.9
37566,1987,7.1
37567,2000,5.0
37568,1976,5.8
37569,1982,7.7
37570,2000,6.2
37571,2000,5.8
37572,1991,8.1
37573,2000,6.3
37574,2001,4.3
37575,2000,7.7
37576,2000,6.4
37577,1999,4.5
37578,1973,3.7
37579,2001,3.1
37580,1989,7.1
37581,2001,6.7
37582,2000,6.7
37583,1999,6.5
37584,1959,7.0
37585,2000,7.1
37586,1992,4.9
37587,1997,3.9
37588,2001,5.9
37589,1988,6.2
37590,1998,5.5
37591,2000,5.7
37592,2001,5.4
37593,1976,2.6
37594,1987,6.8
37595,1999,2.8
37596,2001,6.0
37597,2001,6.1
37598,2000,3.1
37599,1999,5.9
37600,2000,7.0
37601,2001,5.3
37602,2000,4.2
37603,2001,6.3
37604,1973,5.5
37605,2001,6.1
37606,2000,6.8
37607,1965,8.1
37608,1993,7.4
37609,2000,5.6
37610,1976,7.0
37611,1991,8.4
37612,1976,6.3
37613,1989,7.5
37614,1993,7.7
37615,2001,4.2
37616,1980,7.2
37617,1989,8.3
37618,1982,6.5
37619,1991,6.8
37620,2001,5.5
37621,1990,7.9
37622,1992,7.9
37623,1989,8.9
37624,2000,7.2
37625,1971,6.4
37626,1995,5.8
37627,1998,4.8
37628,1985,7.0
37629,1998,5.9
37630,2001,7.0
37631,2000,7.3
37632,1992,7.2
37633,2001,6.8
37634,1965,6.4
37635,1981,4.3
37636,2000,3.3
37637,1992,8.3
37638,2001,5.4
37639,2000,3.6
37640,2000,7.1
37641,1973,7.4
37642,1987,8.7
37643,1987,7.0
37644,1987,6.7
37645,2000,6.8
37646,2001,7.2
37647,1989,5.1
37648,2001,5.9
37649,2000,7.6
37650,2001,5.6
37651,1998,4.3
37652,1962,6.4
37653,2003,1.8
37654,2000,6.4
37655,2000,4.7
37656,2000,5.4
37657,1989,5.0
37658,1988,5.3
37659,2000,6.5
37660,2000,5.9
37661,1982,8.2
37662,2002,7.4
37663,2000,5.3
37664,1983,7.3
37665,2002,5.3
37666,2001,5.4
37667,2000,6.7
37668,1983,6.2
37669,1983,6.2
37670,2000,5.1
37671,2000,5.2
37672,2000,6.6
37673,2000,5.5
37674,1999,5.6
37675,2000,7.8
37676,2000,7.6
37677,1981,7.4
37678,2002,7.0
37679,2002,7.6
37680,1962,7.3
37681,2001,5.5
37682,1953,6.1
37683,2005,5.1
37684,2000,5.9
37685,2001,6.4
37686,2001,6.1
37687,1975,7.6
37688,2000,7.2
37689,1997,7.0
37690,2001,6.9
37691,2004,5.8
37692,2000,6.6
37693,2000,7.3
37694,2000,6.5
37695,2000,5.2
37696,2001,5.8
37697,1955,7.2
37698,2000,5.8
37699,2000,7.0
37700,2001,5.1
37701,2000,5.4
37702,2000,3.4
37703,2000,6.8
37704,2000,5.0
37705,1968,7.0
37706,2001,5.3
37707,2000,5.9
37708,2001,6.0
37709,1998,7.0
37710,1963,6.9
37711,1941,7.0
37712,1981,5.4
37713,1999,5.2
37714,2001,6.5
37715,2000,6.5
37716,1979,7.2
37717,2000,6.6
37718,2000,7.4
37719,2001,6.0
37720,2000,6.8
37721,1999,5.9
37722,1983,7.1
37723,2000,5.0
37724,2000,6.5
37725,2000,6.8
37726,2001,5.9
37727,2001,5.0
37728,2000,6.3
37729,1974,4.0
37730,2001,6.4
37731,2001,6.5
37732,1998,4.6
37733,2000,4.8
37734,1953,6.9
37735,1998,6.6
37736,1999,7.8
37737,1998,5.3
37738,2001,7.0
37739,2001,6.6
37740,2000,6.3
37741,1982,7.2
37742,1990,6.9
37743,2005,7.7
37744,1999,7.1
37745,2002,6.6
37746,2001,6.0
37747,2000,5.5
37748,2001,5.8
37749,2001,7.1
37750,1992,7.7
37751,2001,4.7
37752,2002,6.2
37753,2004,6.1
37754,2000,5.1
37755,2002,6.5
37756,2001,4.6
37757,2002,4.7
37758,1935,6.7
37759,1999,5.1
37760,2000,1.9
37761,2000,6.2
37762,2001,5.7
37763,1999,4.7
37764,1989,4.8
37765,2001,7.7
37766,1994,4.5
37767,2000,5.1
37768,1999,7.0
37769,1941,6.9
37770,1993,7.9
37771,2000,5.7
37772,2001,6.9
37773,2002,5.4
37774,1979,6.2
37775,2000,7.1
37776,1999,5.2
37777,2002,6.4
37778,2004,6.2
37779,1998,6.1
37780,2000,4.9
37781,2002,2.2
37782,1980,5.7
37783,2001,6.5
37784,2001,6.3
37785,2000,7.2
37786,2002,5.1
37787,2000,2.8
37788,2000,6.2
37789,2001,5.6
37790,2002,4.5
37791,2000,4.6
37792,2001,7.6
37793,1980,5.0
37794,1998,7.0
37795,1998,6.6
37796,2000,7.2
37797,1972,6.9
37798,2001,7.7
37799,2001,6.2
37800,1971,6.1
37801,1985,7.2
37802,1991,5.0
37803,1995,7.0
37804,2002,5.9
37805,2001,6.2
37806,1990,4.6
37807,1989,7.7
37808,1990,4.6
37809,2002,2.5
37810,2000,6.0
37811,2007,6.8
37812,1999,7.1
37813,2001,5.6
37814,2000,6.2
37815,2001,6.9
37816,2001,6.1
37817,2000,8.3
37818,2000,5.1
37819,1949,4.7
37820,2000,5.5
37821,2000,5.5
37822,2001,5.6
37823,1975,7.0
37824,2001,4.9
37825,1990,5.7
37826,2000,8.2
37827,2001,6.2
37828,2000,7.6
37829,2001,7.1
37830,2001,4.7
37831,1952,6.9
37832,1969,7.3
37833,1963,6.6
37834,2000,5.3
37835,1970,5.9
37836,2000,6.5
37837,2003,6.8
37838,2000,5.2
37839,2001,4.9
37840,2000,6.7
37841,2001,4.8
37842,2003,6.6
37843,2002,6.0
37844,2001,4.8
37845,2001,6.9
37846,2001,4.9
37847,2001,7.8
37848,1981,6.3
37849,2001,5.9
37850,2000,4.8
37851,2001,7.5
37852,2000,6.8
37853,2000,5.9
37854,1953,6.1
37855,2001,6.7
37856,2000,3.9
37857,2001,5.8
37858,1999,7.5
37859,2001,7.0
37860,2001,6.6
37861,2001,6.5
37862,2000,6.2
37863,2001,5.2
37864,2000,5.8
37865,2000,5.3
37866,1985,4.8
37867,2000,5.6
37868,2005,5.3
37869,2000,5.4
37870,2000,6.0
37871,2001,7.0
37872,2001,5.7
37873,2001,5.2
37874,2001,6.4
37875,1999,7.2
37876,2001,6.9
37877,2000,6.9
37878,2001,5.7
37879,2002,5.5
37880,2001,6.3
37881,2001,7.0
37882,2007,4.3
37883,2000,1.8
37884,2003,4.0
37885,2001,6.6
37886,2002,5.6
37887,2001,7.1
37888,2000,7.2
37889,2001,6.7
37890,1971,7.7
37891,2001,6.6
37892,2000,7.0
