,year,weighted_average_vote
22561,1986,4.4
22562,1986,6.9
22563,1986,4.2
22564,1984,5.2
22565,1986,7.3
22566,1986,5.3
22567,1985,6.7
22568,1987,5.7
22569,1986,3.7
22570,1986,4.4
22571,1986,5.8
22572,1986,6.8
22573,1986,6.0
22574,1986,3.2
22575,1986,7.0
22576,1986,5.6
22577,1986,7.2
22578,1986,6.8
22579,1986,3.5
22580,1986,6.3
22581,1986,5.4
22582,1986,5.0
22583,1986,5.4
22584,1986,7.9
22585,1986,3.9
22586,1985,6.2
22587,1986,3.2
22588,1986,5.8
22589,1985,5.5
22590,1986,6.9
22591,1986,6.1
22592,1985,7.2
22593,1989,5.0
22594,1987,4.3
22595,1985,7.6
22596,1986,7.1
22597,1986,7.2
22598,1986,4.7
22599,1986,7.7
22600,1986,7.5
22601,1986,5.5
22602,1988,3.5
22603,1985,6.2
22604,1986,4.7
22605,1986,6.8
22606,1986,3.6
22607,1986,4.7
22608,1986,5.8
22609,1986,6.2
22610,1985,8.3
22611,1986,6.6
22612,1987,8.3
22613,1986,5.3
22614,1986,7.3
22615,1986,6.4
22616,1986,5.2
22617,1986,6.2
22618,1986,6.6
22619,1986,5.6
22620,1986,5.5
22621,1986,5.6
22622,1986,5.3
22623,1986,6.2
22624,1986,5.8
22625,1986,8.0
22626,1986,5.8
22627,1986,6.4
22628,1986,6.8
22629,1986,5.6
22630,1986,5.9
22631,1986,7.1
22632,1986,5.9
22633,1986,4.1
22634,1986,6.1
22635,1985,4.0
22636,1986,6.2
22637,1986,5.7
22638,1986,6.3
22639,1986,6.0
22640,1986,7.4
22641,1986,7.0
22642,1987,4.7
22643,1986,5.1
22644,1987,4.8
22645,1986,8.1
22646,1987,5.6
22647,1986,3.9
22648,1986,5.1
22649,1986,7.1
22650,1986,6.8
22651,1986,7.8
22652,1986,6.8
22653,1986,7.2
22654,1986,8.0
22655,1986,7.4
22656,1986,5.6
22657,1986,7.1
22658,1985,6.5
22659,1987,7.1
22660,1986,6.4
22661,1986,2.6
22662,1986,4.2
22663,1986,6.0
22664,1986,8.0
22665,1986,5.3
22666,1986,7.7
22667,1986,6.6
22668,1986,4.5
22669,1986,6.0
22670,1986,5.9
22671,1986,7.0
22672,1986,3.6
22673,1985,6.5
22674,1986,6.1
22675,1986,5.3
22676,1986,5.5
22677,1986,7.1
22678,1985,4.6
22679,1985,5.4
22680,1986,3.9
22681,1987,6.5
22682,1986,6.9
22683,1986,3.8
22684,1986,5.5
22685,1986,6.6
22686,1986,4.7
22687,1986,5.0
22688,1986,6.8
22689,1987,4.4
22690,1986,7.2
22691,1986,5.5
22692,1986,6.4
22693,1986,6.2
22694,1986,7.2
22695,1986,8.0
22696,1986,7.0
22697,1986,7.0
22698,1986,7.3
22699,1986,6.1
22700,1986,5.5
22701,1986,7.3
22702,1986,7.0
22703,1986,4.7
22704,1986,6.6
22705,1986,5.5
22706,1985,4.7
22707,1986,5.2
22708,1987,5.9
22709,1986,6.5
22710,1986,7.4
22711,1986,6.7
22712,1986,6.1
22713,1986,5.9
22714,1987,6.5
22715,1986,6.6
22716,1986,7.3
22717,1986,4.9
22718,1986,6.4
22719,1986,4.9
22720,1987,4.6
22721,1986,5.9
22722,1986,5.7
22723,1986,6.0
22724,1986,5.9
22725,1986,6.7
22726,1986,6.6
22727,1986,8.5
22728,1983,4.6
22729,1984,2.8
22730,1987,6.6
22731,1986,6.0
22732,1985,6.8
22733,1986,5.7
22734,1986,4.6
22735,1986,6.0
22736,1983,4.6
22737,1986,6.9
22738,1986,7.5
22739,1986,6.6
22740,1986,5.4
22741,1985,5.7
22742,1986,7.7
22743,1986,6.5
22744,1986,5.8
22745,1986,5.8
22746,1986,3.8
22747,1986,4.9
22748,1986,6.8
22749,1986,3.1
22750,1986,6.0
22751,1986,6.0
22752,1986,5.7
22753,1986,5.4
22754,1986,6.6
22755,1986,5.4
22756,1988,5.2
22757,1986,5.9
22758,1986,5.8
22759,1986,5.8
22760,1986,7.0
22761,1986,5.0
22762,1986,8.1
22763,1987,5.9
22764,1986,5.8
22765,1986,6.9
22766,1986,6.5
22767,1986,5.9
22768,1986,4.8
22769,1986,6.2
22770,1986,6.6
22771,1986,5.3
22772,1986,6.2
22773,1986,7.0
22774,1986,6.9
22775,1986,6.7
22776,1986,5.4
22777,1987,5.1
22778,1987,3.6
22779,1986,6.2
22780,1986,5.1
22781,1986,6.2
22782,1986,7.2
22783,1987,4.1
22784,1986,4.9
22785,1986,2.8
22786,1986,6.3
22787,1986,6.9
22788,1986,6.1
22789,1986,7.6
22790,1986,5.5
22791,1986,8.1
22792,1986,5.8
22793,1986,4.3
22794,1987,7.0
22795,1987,7.2
22796,1986,6.6
22797,1986,5.4
22798,1986,5.7
22799,1986,6.8
22800,1986,5.7
22801,1987,4.6
22802,1986,6.8
22803,1986,7.0
22804,1986,6.1
22805,1986,5.4
22806,1986,6.2
22807,1986,5.7
22808,1986,5.7
22809,1984,6.3
22810,1986,7.0
22811,1985,5.7
22812,1986,5.4
22813,1986,7.8
22814,1986,3.7
22815,1986,5.6
22816,1986,5.3
22817,1986,7.7
22818,1986,4.4
22819,1986,6.3
22820,1986,5.3
22821,1986,7.7
22822,1987,4.1
22823,1986,5.8
22824,1987,6.5
22825,1986,7.0
22826,1986,6.5
22827,1985,7.3
22828,1986,6.9
22829,1986,6.6
22830,1986,6.6
22831,1986,6.6
22832,1986,6.9
22833,1986,2.1
22834,1986,7.4
22835,1984,7.0
22836,1986,6.6
22837,1986,7.1
22838,1986,7.1
22839,1986,5.0
22840,1987,5.4
22841,1987,4.7
22842,1990,6.3
22843,1985,4.6
22844,1985,4.2
22845,1986,5.7
22846,1986,6.0
22847,1986,5.3
22848,1986,4.7
22849,1986,6.0
22850,1986,4.7
22851,1986,4.9
22852,1984,3.1
22853,1986,3.2
22854,1986,5.9
22855,1986,6.7
22856,1986,6.0
22857,1986,6.3
22858,1986,6.7
22859,1986,6.8
22860,1987,7.1
22861,1986,7.0
22862,1985,5.6
22863,1986,4.0
22864,1986,7.1
22865,1986,4.6
22866,1986,4.3
22867,1986,5.3
22868,1986,6.2
22869,1987,7.6
22870,1986,4.8
22871,1987,5.9
22872,1986,6.9
22873,1985,7.0
22874,1986,4.5
22875,1986,5.7
22876,1985,2.8
22877,1986,7.3
22878,1986,7.0
22879,1986,8.1
22880,1986,3.5
22881,1986,7.3
22882,1987,4.4
22883,1986,6.1
22884,1986,6.1
22885,1986,4.3
22886,1987,4.9
22887,1986,5.8
22888,1987,7.0
22889,1986,5.6
22890,1985,7.9
22891,1986,6.3
22892,1986,8.0
22893,1986,7.0
22894,1987,3.0
22895,1986,2.8
22896,1986,5.7
22897,1986,5.6
22898,1986,6.0
22899,1986,6.7
22900,1986,6.5
22901,1986,7.3
22902,1986,6.6
22903,1986,6.9
22904,1986,5.8
22905,1986,6.3
22906,1986,7.3
22907,1986,5.8
22908,1986,4.5
22909,1986,6.5
22910,1986,7.2
22911,1986,5.3
22912,1986,5.6
22913,1986,4.7
22914,1986,7.3
22915,1986,5.9
22916,1986,5.1
22917,1986,6.7
22918,1986,6.1
22919,1986,5.9
22920,1986,7.5
22921,1986,6.8
22922,1986,5.3
22923,1986,5.1
22924,1986,6.5
22925,1987,6.7
22926,1987,6.3
22927,1986,5.1
22928,1986,5.9
22929,1986,4.1
22930,1987,6.0
22931,1987,5.7
22932,1986,4.7
22933,1986,6.2
22934,1986,5.8
22935,1986,6.6
22936,1986,6.2
22937,1986,6.1
22938,1986,6.1
22939,1986,6.0
22940,1986,5.6
22941,1986,7.2
22942,1986,6.8
22943,1986,5.2
22944,1987,6.3
22945,1986,4.1
22946,1986,5.8
22947,1986,5.7
22948,1986,7.2
22949,1985,7.2
22950,1987,4.2
22951,1986,6.4
22952,1986,6.0
22953,1986,6.6
22954,1986,6.4
22955,1987,6.8
22956,1987,5.7
22957,1988,6.3
22958,1986,6.0
22959,1986,7.5
22960,1984,6.3
22961,1986,5.9
22962,1986,5.9
22963,1986,6.2
22964,1986,6.4
22965,1986,6.6
22966,1986,4.7
22967,1987,6.3
22968,1986,2.7
22969,1986,5.1
22970,1988,2.3
22971,1987,2.5
22972,1985,5.3
22973,1986,7.3
22974,1987,6.2
22975,1988,5.6
22976,1987,6.7
22977,1987,7.1
22978,1991,7.1
22979,1987,6.9
22980,1987,5.0
22981,1989,3.2
22982,1987,6.1
22983,1986,3.7
22984,1988,2.9
22985,1986,4.6
22986,1987,4.3
22987,1987,6.0
22988,1987,6.2
22989,1987,4.9
22990,1987,5.8
22991,1987,7.6
22992,1987,5.7
22993,1987,7.6
22994,1987,7.6
22995,1988,4.3
22996,1987,7.3
22997,1987,6.8
22998,1987,6.4
22999,1989,7.2
23000,1985,2.9
23001,1987,6.7
23002,1989,5.3
23003,1987,6.4
23004,1987,5.8
23005,1988,2.6
23006,1987,6.2
23007,1987,5.2
23008,1988,4.7
23009,1987,6.4
23010,1987,8.0
23011,1988,5.3
23012,1987,7.8
23013,1987,6.3
23014,1987,5.9
23015,1987,5.4
23016,1987,6.6
23017,1987,5.0
23018,1987,7.2
23019,1987,4.9
23020,1987,4.4
23021,1987,6.1
23022,1987,6.4
23023,1987,6.1
23024,1987,5.0
23025,1987,6.5
23026,1987,7.0
23027,1987,6.3
23028,1988,6.9
23029,1987,6.5
23030,1987,6.5
23031,1987,4.8
23032,1987,4.9
23033,1989,7.3
23034,1987,4.8
23035,1986,6.5
23036,1987,5.8
23037,1987,5.9
23038,1988,5.9
23039,1987,6.0
23040,1987,5.8
23041,1987,5.3
23042,1987,4.6
23043,1987,4.5
23044,1988,5.0
23045,1987,3.5
23046,1988,6.8
23047,1987,4.6
23048,1987,4.8
23049,1987,7.2
23050,1986,5.3
23051,1988,7.0
23052,1986,6.7
23053,1987,6.0
23054,1987,6.0
23055,1987,7.4
23056,1987,7.0
23057,1987,7.3
23058,1987,7.2
23059,1986,6.4
23060,1987,5.2
23061,1986,7.3
23062,1988,7.7
23063,1987,4.8
23064,1987,6.8
23065,1987,6.4
23066,1987,5.0
23067,1987,6.0
23068,1987,4.9
23069,1987,5.7
23070,1987,3.9
23071,1987,6.8
23072,1986,5.8
23073,1987,4.8
23074,1988,4.8
23075,1987,7.8
23076,1987,5.6
23077,1987,4.6
23078,1987,6.2
23079,1987,7.2
23080,1988,6.8
23081,1987,6.9
23082,1987,6.7
23083,1987,4.5
23084,1987,4.6
23085,1987,4.4
23086,1986,6.2
23087,1986,7.3
23088,1985,5.6
23089,1987,6.0
23090,1988,6.4
23091,1988,7.0
23092,1988,4.6
23093,1987,5.8
23094,1987,6.9
23095,1987,3.9
23096,1987,6.1
23097,1987,6.4
23098,1987,5.4
23099,1987,6.8
23100,1987,5.7
23101,1987,7.4
23102,1987,5.9
23103,1987,5.2
23104,1987,4.6
23105,1987,5.9
23106,1987,6.3
23107,1987,4.7
23108,1987,7.2
23109,1987,6.1
23110,1989,4.2
23111,1987,6.8
23112,1987,5.8
23113,1987,5.3
23114,1988,5.0
23115,1987,6.3
23116,1987,7.3
23117,1987,5.4
23118,1987,4.8
23119,1987,5.3
23120,1986,4.8
23121,1987,5.0
23122,1982,7.0
23123,1987,5.5
23124,1986,5.6
23125,1987,5.1
23126,1987,5.2
23127,1988,4.5
23128,1988,5.6
23129,1987,4.0
23130,1987,6.0
23131,1987,4.3
23132,1987,7.9
23133,1988,6.8
23134,1988,6.0
23135,1987,7.0
23136,1987,5.2
23137,1987,5.0
23138,1987,4.8
23139,1987,6.3
23140,1986,6.6
23141,1971,7.6
23142,1987,6.3
23143,1987,5.9
23144,1987,4.9
23145,1988,4.5
23146,1987,4.8
23147,1987,5.4
23148,1987,6.0
23149,1990,2.9
23150,1988,7.2
23151,1988,7.4
23152,1988,6.4
23153,1987,5.8
23154,1986,6.9
23155,1987,6.0
23156,1987,4.7
23157,1987,6.9
23158,1987,3.3
23159,1987,5.0
23160,1987,7.7
23161,1988,6.3
23162,1987,5.7
23163,1987,6.3
23164,1987,6.2
23165,1987,5.5
23166,1988,7.1
23167,1987,6.3
23168,1987,5.7
23169,1987,7.8
23170,1987,3.6
23171,1986,5.7
23172,1987,6.7
23173,1987,4.8
23174,1987,7.4
23175,1987,6.7
23176,1987,6.9
23177,1987,5.4
23178,1986,4.6
23179,1987,2.8
23180,1987,6.2
23181,1986,6.1
23182,1987,5.8
23183,1987,4.4
23184,1987,4.2
23185,1987,5.7
23186,1987,6.6
23187,1987,5.0
23188,1987,6.2
23189,1987,6.2
23190,1988,6.6
23191,1987,6.1
23192,1987,4.8
23193,1987,8.3
23194,1989,6.5
23195,1987,6.8
23196,1987,6.4
23197,1987,6.1
23198,1988,6.5
23199,1986,6.8
23200,1986,3.6
23201,1988,4.9
23202,1987,4.6
23203,1987,5.7
23204,1987,7.1
23205,1987,2.7
23206,1987,6.6
23207,1985,6.1
23208,1987,6.7
23209,1987,7.3
23210,1987,5.8
23211,1987,4.3
23212,1987,7.3
23213,1987,5.5
23214,1987,4.7
23215,1986,5.4
23216,1988,6.3
23217,1986,6.6
23218,1983,3.5
23219,1987,6.5
23220,1988,6.6
23221,1987,8.1
23222,1987,6.8
23223,1987,6.7
23224,1987,7.0
23225,1987,3.1
23226,1987,6.2
23227,1987,6.8
23228,1987,5.8
23229,1987,4.9
23230,1987,6.0
23231,1988,3.0
23232,1987,4.6
23233,1987,4.5
23234,1986,5.6
23235,1987,5.2
23236,1987,6.9
23237,1988,6.1
23238,1988,5.5
23239,1987,5.4
23240,1987,5.7
23241,1987,7.0
23242,1987,6.3
23243,1988,6.3
23244,1987,7.0
23245,1987,6.5
23246,1987,8.0
23247,1987,5.5
23248,1987,6.9
23249,1987,7.0
23250,1987,4.2
23251,1987,4.5
23252,1988,7.4
23253,1987,7.3
23254,1987,7.3
23255,1987,2.3
23256,1987,5.9
23257,1987,4.3
23258,1987,5.4
23259,1987,7.3
23260,1987,7.1
23261,1987,3.4
23262,1985,6.6
23263,1987,4.7
23264,1986,5.9
23265,1985,7.0
23266,1987,4.6
23267,1987,6.7
23268,1988,4.4
23269,1988,6.3
23270,1987,6.2
23271,1987,6.4
23272,1987,7.4
23273,1987,6.8
23274,1987,6.3
23275,1986,4.2
23276,1987,7.0
23277,1989,4.0
23278,1988,5.0
23279,1988,3.2
23280,1987,6.0
23281,1987,3.0
23282,1987,6.7
23283,1987,4.4
23284,1987,6.7
23285,1987,4.8
23286,1987,6.5
23287,1988,7.0
23288,1987,6.7
23289,1988,7.2
23290,1987,4.3
23291,1987,3.0
23292,1987,7.3
23293,1987,6.3
23294,1987,6.2
23295,1991,6.5
23296,1987,6.1
23297,1986,3.8
23298,1987,4.6
23299,1987,5.3
23300,1988,6.5
23301,1987,4.9
23302,1988,4.7
23303,1988,7.1
23304,1987,6.2
23305,1987,4.5
23306,1987,6.9
23307,1987,8.1
23308,1987,5.0
23309,1987,5.1
23310,1987,5.4
23311,1986,6.8
23312,1987,5.7
23313,1987,4.0
23314,1987,6.2
23315,1988,6.0
23316,1987,4.2
23317,1987,7.2
23318,1988,6.9
23319,1987,6.9
23320,1987,5.9
23321,1987,6.8
23322,1987,7.7
23323,1987,6.7
23324,1987,6.3
23325,1988,6.3
23326,1987,2.2
23327,1987,4.9
23328,1987,6.5
23329,1987,7.6
23330,1987,4.4
23331,1987,7.1
23332,1987,5.6
23333,1987,6.9
23334,1987,5.2
23335,1987,5.9
23336,1987,6.7
23337,1987,5.2
23338,1987,7.7
23339,1987,6.7
23340,1987,6.5
23341,1987,7.0
23342,1987,7.1
23343,1987,7.3
23344,1987,5.2
23345,1988,5.5
23346,1987,7.2
23347,1987,6.5
23348,1987,3.5
23349,1987,6.7
23350,1987,6.0
23351,1987,7.1
23352,1987,6.5
23353,1981,5.6
23354,1987,5.0
23355,1987,5.6
23356,1987,5.4
23357,1987,5.4
23358,1987,5.8
23359,1987,5.9
23360,1987,4.4
23361,1987,5.9
23362,1987,7.2
23363,1987,7.2
23364,1987,5.2
23365,1987,6.9
23366,1987,4.7
23367,1987,5.4
23368,1987,7.7
23369,1986,3.6
23370,1987,6.2
23371,1989,6.7
23372,1987,6.7
23373,1988,4.5
23374,1986,6.9
23375,1987,6.4
23376,1985,4.3
23377,1987,4.0
23378,1987,5.2
23379,1987,6.4
23380,1987,5.9
23381,1986,4.5
23382,1987,6.1
23383,1987,6.3
23384,1987,7.1
23385,1987,5.2
23386,1987,6.9
23387,1987,3.5
23388,1987,7.1
23389,1988,7.2
23390,1987,5.7
23391,1987,5.9
23392,1987,5.8
23393,1987,6.6
23394,1987,7.8
23395,1987,4.0
23396,1987,4.7
23397,1987,4.9
23398,1988,7.3
23399,1987,6.2
23400,1987,5.6
23401,1987,6.8
23402,1987,8.6
23403,1987,7.0
23404,1988,7.9
23405,1987,5.1
23406,1988,4.0
23407,1987,5.7
23408,1986,5.1
23409,1988,6.2
23410,1987,4.2
23411,1988,5.1
23412,1987,6.6
23413,1987,7.1
23414,1987,5.9
23415,1986,3.5
23416,1987,6.1
23417,1987,4.2
23418,1987,7.1
23419,1987,6.4
23420,1987,5.9
23421,1987,6.5
23422,1986,5.9
23423,1987,6.7
23424,1987,5.8
23425,1987,6.1
23426,1987,4.8
23427,1987,6.6
23428,1988,2.4
23429,1987,7.4
23430,1987,6.7
23431,1987,5.8
23432,1987,7.2
23433,1987,4.7
23434,1986,4.2
23435,1988,6.4
23436,1987,4.1
23437,1987,7.0
23438,1987,6.7
23439,1987,5.8
23440,1987,6.9
23441,1988,4.4
23442,1988,5.5
23443,1987,6.5
23444,1987,6.7
23445,1987,7.8
23446,1987,4.3
23447,1987,7.8
23448,1987,6.4
23449,1988,3.7
23450,1986,7.2
23451,1987,5.3
23452,1987,4.2
23453,1987,6.8
23454,1988,6.0
23455,1988,4.9
23456,1987,7.6
23457,1987,6.2
23458,1984,8.4
23459,1987,5.0
23460,1986,5.9
23461,1988,6.2
23462,1987,6.8
23463,1987,6.3
23464,1986,7.1
23465,1987,7.8
23466,1987,2.7
23467,1987,7.3
23468,1987,6.7
23469,1987,3.4
23470,1987,8.1
23471,1987,6.3
23472,1987,5.5
23473,1987,7.1
23474,1987,4.9
23475,1987,3.9
23476,1987,7.0
23477,1987,6.1
23478,1987,6.6
23479,1987,6.3
23480,1987,5.9
23481,1987,7.5
23482,1987,5.6
23483,1988,4.2
23484,1987,7.3
23485,1987,6.5
23486,1987,6.2
23487,1987,5.7
23488,1989,4.3
23489,1988,5.9
23490,1988,5.7
23491,1987,7.0
23492,1987,4.3
23493,1987,4.4
23494,1987,5.2
23495,1986,4.8
23496,1987,4.8
23497,1987,5.0
23498,1987,7.5
23499,1987,2.3
23500,1987,4.1
23501,1987,5.6
23502,1987,5.8
23503,1987,6.6
23504,1987,5.6
23505,1987,6.7
23506,1985,5.1
23507,1987,7.1
23508,1987,5.7
23509,1987,4.6
23510,1987,4.2
23511,1987,4.3
23512,1987,5.1
23513,1987,6.6
23514,1988,6.6
23515,1987,4.5
23516,1987,6.3
23517,1986,4.2
23518,1987,6.5
23519,1987,6.5
23520,1989,7.0
23521,1988,6.3
23522,1988,7.0
23523,1987,7.0
23524,1987,6.8
23525,1987,5.4
23526,1986,7.2
23527,1987,5.6
23528,1987,3.7
23529,1987,7.5
23530,1987,5.4
23531,1988,4.6
23532,1987,6.2
23533,1987,5.3
23534,1987,4.1
23535,1987,5.4
23536,1987,4.5
23537,1987,6.2
23538,1988,5.2
23539,1987,4.6
23540,1987,6.8
23541,1987,6.1
23542,1987,6.6
23543,1985,5.5
23544,1987,7.1
23545,1987,5.8
23546,1987,6.1
23547,1987,6.8
23548,1987,7.1
23549,1987,4.1
23550,1987,6.0
23551,1987,4.8
23552,1987,6.6
23553,1988,7.3
23554,1987,6.7
23555,1987,5.2
23556,1987,4.9
23557,1987,6.8
23558,1986,4.2
23559,1988,5.8
23560,1987,5.8
23561,1987,5.4
23562,1987,6.4
23563,1987,6.1
23564,1986,6.0
23565,1987,5.3
23566,1988,4.7
23567,1987,4.9
23568,1987,4.2
23569,1987,5.3
23570,1987,4.7
23571,1987,5.6
23572,1987,4.8
23573,1987,6.6
23574,1987,3.7
23575,1988,7.3
23576,1987,3.7
23577,1987,5.4
23578,1987,4.2
23579,1987,6.6
23580,1987,6.0
23581,1987,4.0
23582,1987,7.0
23583,1988,6.4
23584,1987,6.2
23585,1979,7.4
23586,1987,6.3
23587,1987,5.2
23588,1987,7.1
23589,1987,5.1
23590,1987,3.4
23591,1987,4.4
23592,1989,4.6
23593,1987,5.0
23594,1988,4.3
23595,1987,6.3
23596,1987,4.9
23597,1987,5.6
23598,1987,6.0
23599,1987,7.2
23600,1987,5.4
23601,1987,6.3
23602,1988,5.4
23603,1987,6.6
23604,1987,5.4
23605,1987,6.0
23606,1987,4.3
23607,1987,6.6
23608,1987,6.0
23609,1987,4.8
23610,1987,5.6
23611,1988,4.1
23612,1987,5.0
23613,1988,5.3
23614,1987,6.9
23615,1987,6.3
23616,1986,5.5
23617,1987,4.3
23618,1988,5.7
23619,1987,5.8
23620,1987,7.2
23621,1987,4.9
23622,1987,4.2
23623,1987,6.3
23624,1987,7.9
23625,1987,6.8
23626,1987,5.5
23627,1987,4.1
23628,1987,5.8
23629,1987,7.7
23630,1986,6.3
23631,1987,4.8
23632,1987,6.2
23633,1987,6.9
23634,1986,4.6
23635,1987,6.0
23636,1987,7.3
23637,1989,2.8
23638,1986,3.0
23639,1988,6.0
23640,1987,4.8
23641,1987,4.8
23642,1987,7.4
23643,1986,6.0
23644,1987,2.8
23645,1987,3.5
23646,1987,5.7
23647,1987,6.0
23648,1987,7.3
23649,1987,6.3
23650,1987,6.2
23651,1987,6.2
23652,1987,4.8
23653,1987,4.4
23654,1987,5.3
23655,1987,6.2
23656,1987,6.8
23657,1987,6.5
23658,1987,7.7
23659,1987,7.3
23660,1988,7.5
23661,1987,5.9
23662,1989,6.5
23663,1987,6.5
23664,1987,7.3
23665,1987,3.5
23666,1987,7.8
23667,1987,6.9
23668,1987,7.5
23669,1986,7.0
23670,1987,6.4
23671,1990,5.6
23672,1987,6.8
23673,1987,4.2
23674,1989,2.7
23675,1987,4.9
23676,1987,6.7
23677,1987,6.4
23678,1987,4.2
23679,1987,6.3
23680,1987,6.7
23681,1988,7.5
23682,1988,4.8
23683,1988,5.8
23684,1988,5.8
23685,1988,6.8
23686,1988,6.0
23687,1988,5.2
23688,1989,5.1
23689,1988,6.0
23690,1988,6.8
23691,1989,5.0
23692,1988,7.1
23693,1988,5.5
23694,1989,4.3
23695,1989,4.1
23696,1988,7.7
23697,1988,8.0
23698,1988,5.5
23699,1988,6.3
23700,1988,3.9
23701,1988,5.7
23702,1989,7.5
23703,1987,5.9
23704,1989,5.1
23705,1988,4.3
23706,1988,5.3
23707,1988,5.8
23708,1988,5.7
23709,1988,3.8
23710,1988,5.0
23711,1988,5.7
23712,1988,7.3
23713,1988,7.0
23714,1988,6.2
23715,1988,4.8
23716,1988,7.5
23717,1988,4.6
23718,1988,4.7
23719,1988,5.3
23720,1988,7.4
23721,1987,7.8
23722,1989,4.0
23723,1988,5.9
23724,1988,6.3
23725,1988,5.7
23726,1989,6.3
23727,1989,7.0
23728,1988,6.5
23729,1989,6.9
23730,1988,4.6
23731,1988,7.0
23732,1988,7.3
23733,1987,6.0
23734,1989,5.2
23735,1988,7.5
23736,1988,5.8
23737,1988,6.3
23738,1989,3.7
23739,1988,7.3
23740,1988,6.8
23741,1988,6.5
23742,1988,5.1
23743,1988,6.6
23744,1988,7.2
23745,1988,7.1
23746,1988,3.9
23747,1988,5.0
23748,1988,3.3
23749,1988,6.5
23750,1988,4.4
23751,1989,6.5
23752,1988,4.3
23753,1988,5.2
23754,1988,4.3
23755,1988,5.5
23756,1988,4.9
23757,1988,7.4
23758,1989,6.5
23759,1988,5.7
23760,1988,6.1
23761,1988,5.9
23762,1988,6.3
23763,1988,4.9
23764,1988,6.6
23765,1988,5.4
23766,1988,7.1
23767,1987,5.1
23768,1988,6.4
23769,1988,5.8
23770,1988,3.7
23771,1988,6.2
23772,1988,3.8
23773,1988,5.3
23774,1988,7.3
23775,1988,7.2
23776,1989,4.8
23777,1988,4.1
23778,1988,5.8
23779,1988,6.7
23780,1988,6.9
23781,1991,6.7
23782,1988,5.9
23783,1989,4.2
23784,1989,3.9
23785,1988,5.0
23786,1989,6.9
23787,1988,5.1
23788,1988,6.0
23789,1988,6.5
23790,1989,6.2
23791,1988,6.6
23792,1988,7.3
23793,1989,5.6
23794,1988,6.1
23795,1988,6.3
23796,1988,6.7
23797,1989,5.6
23798,1987,7.0
23799,1988,5.9
23800,1988,5.5
23801,1988,6.8
23802,1987,5.0
23803,1988,7.0
23804,1988,4.9
23805,1991,5.1
23806,1988,7.2
23807,1988,5.8
23808,1988,5.8
23809,1988,5.5
23810,1988,4.9
23811,1988,5.5
23812,1988,6.9
23813,1988,6.2
23814,1988,6.9
23815,1987,5.4
23816,1989,4.9
23817,1988,5.4
23818,1989,3.8
23819,1987,5.1
23820,1988,6.2
23821,1988,6.5
23822,1988,6.8
23823,1988,7.2
23824,1988,4.7
23825,1989,5.9
23826,1988,3.7
23827,1988,7.6
23828,1988,4.3
23829,1988,3.9
23830,1988,5.9
23831,1988,4.4
23832,1988,6.6
23833,1988,7.4
23834,1988,4.9
23835,1988,6.1
23836,1989,5.1
23837,1988,6.3
23838,1988,7.3
23839,1988,4.7
23840,1988,3.7
23841,1988,3.0
23842,1988,6.2
23843,1988,4.6
23844,1988,5.7
23845,1988,6.3
23846,1988,4.0
23847,1990,4.5
23848,1988,4.7
23849,1988,3.9
23850,1988,4.8
23851,1989,5.8
23852,1972,7.1
23853,1988,5.7
23854,1988,8.2
23855,1988,7.4
23856,1988,5.7
23857,1988,7.4
23858,1988,7.1
23859,1989,7.2
23860,1988,3.9
23861,1988,4.6
23862,1988,6.7
23863,1988,7.1
23864,1988,6.8
23865,1988,6.4
23866,1988,7.4
23867,1989,4.5
23868,1988,5.5
23869,1988,4.3
23870,1988,6.2
23871,1988,4.9
23872,1988,7.0
23873,1988,7.2
23874,1988,5.8
23875,1988,7.7
23876,1988,6.6
23877,1987,3.4
23878,1988,3.1
23879,1988,7.1
23880,1988,5.4
23881,1988,4.4
23882,1988,5.7
23883,1991,7.7
23884,1989,6.5
23885,1988,5.7
23886,1988,6.2
23887,1986,4.9
23888,1988,4.4
23889,1988,6.9
23890,1987,6.0
23891,1988,4.9
23892,1988,6.1
23893,1988,4.9
23894,1988,3.5
23895,1988,4.7
23896,1988,5.5
23897,1988,5.6
23898,1988,7.5
23899,1980,6.1
23900,1988,6.6
23901,1988,5.7
23902,1988,7.4
23903,1988,6.0
23904,1988,3.6
23905,1988,6.9
23906,1988,4.2
23907,1988,5.0
23908,1988,5.0
23909,1988,5.3
23910,1986,6.6
23911,1988,6.4
23912,1988,5.5
23913,1988,5.7
23914,1989,4.6
23915,1988,6.2
23916,1988,4.8
23917,1987,3.4
23918,1988,4.7
23919,1988,6.1
23920,1988,5.9
23921,1989,6.6
23922,1988,5.4
23923,1988,6.9
23924,1988,3.7
23925,1985,4.6
23926,1988,6.1
23927,1988,5.8
23928,1988,6.6
23929,1987,3.3
23930,1988,7.0
23931,1988,7.5
23932,1988,7.6
23933,1988,6.7
23934,1988,5.1
23935,1988,4.4
23936,1988,7.4
23937,1988,6.5
23938,1988,6.9
23939,1988,5.9
23940,1988,6.7
23941,1988,6.3
23942,1988,7.2
23943,1988,5.3
23944,1988,5.8
23945,1989,4.9
23946,1988,5.4
23947,1988,5.7
23948,1988,6.5
23949,1989,6.9
23950,1988,5.3
23951,1987,6.2
23952,1988,5.3
23953,1987,5.4
23954,1988,7.4
23955,1987,5.3
23956,1988,5.8
23957,1987,7.0
23958,1989,5.6
